unique_id,health_zone,health_area,date,key_quote,sample_comments,type,category,code,sample_comments_fr,type_fr,category_fr,code_fr,n
92,Beni,Mabolio,24-08-2018,,everyone must be vaccinated,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,il faut que tout le monde soit vacciné,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
93,Beni,Mabolio,24-08-2018,,everyone must be vaccinated,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,il faut que tout le monde soit vacciné,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
94,Beni,Mabolio,24-08-2018,,everyone must be vaccinated,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,il faut que tout le monde soit vacciné,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
95,Beni,Mabolio,24-08-2018,1,that the community has disinfectant product in case of the disease,Suggestion_request,Need_for_other_materials,Provide protective clothing,que la communauté aient le produit de désinfection en cas de la maladie,Suggestion_demande,Besoin_d’autres_matériaux,Donner des habits protectifs,1
96,Beni,Mabolio,24-08-2018,,we need lots of prayers,Suggestion_request,Other_suggestions_or_requests,Prayers,Il faut beaucoup de prière,Suggestion_demande,Autres_suggestions_ou_demandes,Prières,1
97,Beni,Mabolio,24-08-2018,,we need lots of prayers,Suggestion_request,Other_suggestions_or_requests,Prayers,Il faut beaucoup de prière,Suggestion_demande,Autres_suggestions_ou_demandes,Prières,1
98,Beni,Mabolio,24-08-2018,,"during the incubation period, can a husband infect his wife during sex?",Question,Transmission,EVD transmission,"pendant la période d'incubation, un mari peut-il contaminer sa femme lors des rapport sexuel?",Question,Transmission,Transmission du virus Ebola,1
99,Beni,Mabolio,24-08-2018,,"how will the message go to those in the countryside, since they live from La chasse - Hunting?",Question,Other_questions,Animal-related questions,comment le message va arriver en brousse car ceux-ci mivent de chasse?,Question,Autres_questions,Question liée aux animaux,1
100,Beni,Mukulya,24-08-2018,,it's an assembly by humanitarian organizations to create jobs,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),un montage des organisations humanitaires pour créer de l'emploi,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),1
100,Beni,Mukulya,24-08-2018,,it's an assembly by humanitarian organizations to create jobs,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),un montage des organisations humanitaires pour créer de l'emploi,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
101,Beni,Mukulya,24-08-2018,1,it's an assembly by humanitarian organizations to create jobs,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),un montage des organisations humanitaires pour créer de l'emploi,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),1
101,Beni,Mukulya,24-08-2018,,it's an assembly by humanitarian organizations to create jobs,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),un montage des organisations humanitaires pour créer de l'emploi,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
102,Beni,Mukulya,24-08-2018,,it's an assembly by humanitarian organizations to create jobs,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),un montage des organisations humanitaires pour créer de l'emploi,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),1
102,Beni,Mukulya,24-08-2018,,it's an assembly by humanitarian organizations to create jobs,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),un montage des organisations humanitaires pour créer de l'emploi,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
103,Beni,Mukulya,24-08-2018,,the EDS team takes the tongue from the body before burying it,Rumors_beliefs_observations,Problems_with_SDB,"Mutilation, theft of organs or cadavers",l'équipe EDS recupère la langue du cadavre avant de l'enterrer,Rumeur_croyance_observation,Problemes_avec_EDS,"Mutilations, voler des organes ou cadavres",1
104,Beni,Mukulya,24-08-2018,,need a handwashing kit in every house,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",kit de lavage des main dans chaque maison,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
105,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
106,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
107,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
108,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
109,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
110,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
111,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
112,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
113,Beni,Mukulya,24-08-2018,,a good preventive measure is a mandatory vaccine for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination obligatoire de pour tout le monde pour une bonne prévention,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
114,Beni,Mukulya,24-08-2018,,would the EDS team be able to bring the body to a location recommended by the family?,Question,Burials,Burials,l'équipe EDS sera-t-elle capable d'amener le cadavre dans le milieu recommandé par la famille,Question,Enterrements,Enterrements,1
115,Beni,Mukulya,24-08-2018,,"why doesn't the Mukulya health center benfitted from free care, since there is a long distance between Mukulya and Beni",Question,Other_questions,"Travel, transport-related question",pourquoi le centre de santé de Mukulya N'a pas bénéficier de la gratuité des soins alors qu'il y a un long trajet pour entre mukulya et Beni,Question,Autres_questions,Question liée au voyage ou au transport,1
115,Beni,Mukulya,24-08-2018,,"why doesn't the Mukulya health center benfitted from free care, since there is a long distance between Mukulya and Beni",Question,Diagnosis_treatment_and_ETC,Poor health care services,pourquoi le centre de santé de Mukulya N'a pas bénéficier de la gratuité des soins alors qu'il y a un long trajet pour entre mukulya et Beni,Question,Diagnostique_traitement_et_CTE,Faible qualité de soins medicaux,1
116,Beni,Mukulya,24-08-2018,,ebola is witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,ebola est une sorcilerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
117,Beni,Mukulya,24-08-2018,1,it's a disease of the last day,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",c'est une maladie de dernier jour,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
118,Beni,Mukulya,24-08-2018,,we need to pray,Suggestion_request,Other_suggestions_or_requests,Prayers,il faut prier,Suggestion_demande,Autres_suggestions_ou_demandes,Prières,1
119,Beni,Mukulya,24-08-2018,,distribute sinks/washbasins to us,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",qu'on nous distribu les lavabo,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
120,Beni,Mukulya,24-08-2018,,why does the disease occur during the election period?,Question,Other_questions,Questions indicating suspicion,pourquoi la maladie arrive à la période des elections?,Question,Autres_questions,Questions indiquant de la suspicion,1
121,Beni,Paida,24-08-2018,,ebola does not exist,Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,ebola n'existe pas,Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
122,Beni,Paida,24-08-2018,,vaccination for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,vaccination de tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
123,Beni,Paida,24-08-2018,1,for what purpose do you write names in each household?,Question,Response_processes,Response processes,les noms que vous ecrivez dans chaque ménage servent à quoi?,Question,Processus_de_riposte,Processus de riposte,1
124,Beni,Paida,24-08-2018,,the thermometer on the fence is a way to make people vote,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation","le thermomêtre sur les barrière, c'est une manière de faire voter les gens",Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
125,Beni,Paida,24-08-2018,,"to promote, why do you ask our name",Question,Response_processes,Response processes,pour sensibiliser pourquoi vous demandez le nom,Question,Processus_de_riposte,Processus de riposte,1
640,Beni,Kanzulinzuli,24-08-2018,,Ebola is sorcery,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Ebola c'est la sorcellerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
641,Beni,Kanzulinzuli,24-08-2018,,Ebola is sent by the president,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola est envoyé par le président,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
642,Beni,Kanzulinzuli,24-08-2018,,the community needs to be vaccinated,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,La communauté a besoin de vaccin,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
643,Beni,Kanzulinzuli,24-08-2018,,You shouldn’t mix the infected cases with the suspect cases it risks contaminating others,Suggestion_request,Improve_health_care,Improve health care,"Il ne faut pas mélanger les personnes atteintes et les cas suspects, ils risquent de contaminer les autres",Suggestion_demande,Améliorer_les_soins_de_santé,Améliorer les soins de santé,1
644,Beni,Kanzulinzuli,24-08-2018,,why isn't the vaccine for everyone,Question,Vaccine,Unfair vaccine distribution,Pourquoi le vaccin n'est pas disponible pour toute la population?,Question,Vaccin,Distribution inéquitable du vaccin,1
645,Beni,Kasabinyole,24-08-2018,,The government gives out free medicines containing the Ebola virus,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Les médicaments que le gouvernement donne gratuitement aux gens contient le virus ebola,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
646,Beni,Kasabinyole,24-08-2018,,People are afraid to go to the hospital with malaria or diarrhea,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),La population a peur d'amener les cas de malaria et de diarrhée à l'hopital,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
647,Beni,Kasabinyole,24-08-2018,,do the medicines for Ebola work,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Les médicaments d'Ebola sont ils efficaces?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
648,Beni,Kasabinyole,24-08-2018,,will the people sick with Ebola survive,Question,Ebola_and_its_consequences,EVD cases and outcomes,Les malades sont ils entrain de guérir?,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
649,Beni,Kasabinyole,24-08-2018,,do the symptoms of Ebola arrive all at once or gradually appear and get worse.,Question,Ebola_and_its_consequences,EVD symptoms,Les signes appraissent au meme moment ou progressivement?,Question,Ebola_et_ses_conséquences,Symptomes d'Ebola,1
650,Beni,Boikene,24-08-2018,,This kind of situation was created on the eve of the election to harm the population,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),Ce sont des situations qui se créent à la veille des élections pour nuire à la population,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
651,Beni,Boikene,24-08-2018,,The president sent the bats here to infect us,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,People spreading Ebola,C'est le président qui a envoyé les chauves souris ici à Béni pour nous contaminer,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Contamination provoquée,1
651,Beni,Boikene,24-08-2018,1,The president sent the bats here to infect us,Rumors_beliefs_observations,Ebola_causes,Natural cause,C'est le président qui a envoyé les chauves souris ici à Béni pour nous contaminer,Rumeur_croyance_observation,Origine_d_Ebola,Origine naturelle,1
652,Beni,Boikene,24-08-2018,,supply everyone with disinfectants,Suggestion_request,Need_for_other_materials,Provide protective clothing,Apporter des désinfectants à toute lapopulation,Suggestion_demande,Besoin_d’autres_matériaux,Donner des habits protectifs,1
653,Beni,Boikene,24-08-2018,1,We need billboards to inform the population,Suggestion_request,Community_health_promotion,Distribute educational materials,Besoin des affiches pour sensibiliser la population,Suggestion_demande,Sensibilisation_sur_Ebola,Distribuer des documents educatifs,1
1372,Mabalako,Bingo,24-08-2018,,why isn't the Ebola laboratory at all of the centers?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",pourquoi le labo d'Ebola n'est pas a tous les centres?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
1373,Mabalako,KYATSABA,24-08-2018,,"even though the doctors transported the sick person, after three days he died. Why is that?",Question,Ebola_and_its_consequences,Specific case or incident,lorsque les medecins transportent la malade et apres trois jours ils meurent c'est quoi?,Question,Ebola_et_ses_conséquences,Cas specifique ou incident,1
1374,Mabalako,Buhumbani,24-08-2018,,"if possible, our sick people should be helped by a member of the family",Suggestion_request,Community_health_promotion,Train or involve certain people more,si possible nos personnes malades soient assistés par un membre de sa famille,Suggestion_demande,Sensibilisation_sur_Ebola,Former ou impliquer certaines personnes plus,1
1375,Mabalako,KYATSABA,24-08-2018,,The majority of the community demands the closure of the route,Suggestion_request,Response_process_suggestions,Block roads,La majorité de la population réclame de fermer la route,Suggestion_demande,Processus_de_riposte_suggestions,Fermer les acces (des routes),1
132,Beni,Bundji,27-08-2018,1,"When a person who suffers from malaria, they say she suffers from Ebola",Rumors_beliefs_observations,Other_rumors_beliefs_observations,Exaggerated threat of Ebola,Quand une personne qui souvre de la malaria on dit qu'elle souffre de l'ebola,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,Menace exagérée du virus Ebola,1
133,Beni,Bundji,27-08-2018,,bring us some posters,Suggestion_request,Community_health_promotion,Distribute educational materials,Amenez nous des affiches,Suggestion_demande,Sensibilisation_sur_Ebola,Distribuer des documents educatifs,1
134,Beni,Kanzulinzuli,27-08-2018,,"the king is killing the population, since we are in an electoral period",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),C'est le roi qui tue la population comme nous sommes en periode electorale,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
135,Beni,Kanzulinzuli,27-08-2018,,ebola is witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Ebola c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
136,Beni,Kanzulinzuli,27-08-2018,,Ebola is a another way to make money,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),ebola c'est un autre moyen de gagner l'argent,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
137,Beni,Kanzulinzuli,27-08-2018,,the community needs the vaccine,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,L a communauté à besoin du vaccin,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
138,Beni,Kanzulinzuli,27-08-2018,,we must not confused the confirmed cases with the suspect cases,Suggestion_request,Other_suggestions_or_requests,Other suggestions,Il ne faut pas melanger les cas confurmer avec les cas suspect,Suggestion_demande,Autres_suggestions_ou_demandes,Autres suggestions,1
139,Beni,Kanzulinzuli,27-08-2018,,can a person heal from Ebola virus?,Question,Ebola_and_its_consequences,EVD cases and outcomes,Est-ce que la maladie à virus Ebola guerri?,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
140,Beni,Kanzulinzuli,27-08-2018,,is there a medication?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Est-ce qu'il ya un medicament?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
141,Beni,Kanzulinzuli,27-08-2018,,the disease is another way to make money,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),La maladie est un moyen de gagner l'argent,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
142,Beni,Kanzulinzuli,27-08-2018,,It's an assembly to prevent going to elections,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ce sont des montages pour n'est pas aller aux elections,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
143,Beni,Kanzulinzuli,27-08-2018,,the community needs the vaccine,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,La communauté a besoin d'etre vacciner,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
144,Beni,Kanzulinzuli,27-08-2018,,why doesn't everyone get the vaccine?,Question,Vaccine,Unfair vaccine distribution,Pourquoi on ne donne pas le vaccin à tout le monde?,Question,Vaccin,Distribution inéquitable du vaccin,1
145,Beni,Kanzulinzuli,27-08-2018,,why does the population continue to go to Manginer?,Question,Other_questions,"Travel, transport-related question",Pourquoi la population continue à aller à manginer?,Question,Autres_questions,Question liée au voyage ou au transport,1
146,Beni,Kanzulinzuli,27-08-2018,,"Of the symptoms, which manifests first?",Question,Ebola_and_its_consequences,EVD symptoms,"Parmi les signes, lequel se manifeste le premier?",Question,Ebola_et_ses_conséquences,Symptomes d'Ebola,1
147,Beni,Mabakanga,27-08-2018,,the virus is even airborne,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",Le virus circule meme dans l'air,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
148,Beni,Mabakanga,27-08-2018,,that the veterinarian examines a wild animal before the people eat it,Suggestion_request,Response_process_suggestions,Examine animals,Que le veterinaire examine d'abord l'animal sauvage avant que la population ne le consomme,Suggestion_demande,Processus_de_riposte_suggestions,Examiner les animaux,1
149,Beni,Mabakanga,27-08-2018,1,Can a mosquito who bit a person sick with Ebola transmit the virus to a healthy person?,Question,Transmission,EVD transmission,Un moustique qui a piqué un malade d'ebola ne peut pas transmettre le microbe à une personne saine?,Question,Transmission,Transmission du virus Ebola,1
150,Beni,Mabakanga,27-08-2018,,will the medications distributed in the centers have a good follow-up?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Est-ce que les medicaments ditribués dans les centres auront un bon suivi?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
151,Beni,Mabakanga,27-08-2018,,"Regarding money, what do you do when you have Ebola?",Question,Other_questions,Other questions,Pour ce qui est de l'argent que faire quand on a ebola?,Question,Autres_questions,Autres questions,1
152,Beni,Madrandele,27-08-2018,,"Sick people transferred to Mangina die of hunger, not of Ebola",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),"Les malades transferés à Mangina meurent de fim mais pas ebola,",Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
153,Beni,Madrandele,27-08-2018,,In the body bags they also put people who are still alive,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Dans le sac mortuaires on y met aussi des personnes qui sont encore vivants,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
154,Beni,Madrandele,27-08-2018,,We want a public vaccine,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Nous voulons une vaccination pour collective,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
155,Beni,Madrandele,27-08-2018,1,we ask the doctors to do a thorough exam before declaring someone positive,Suggestion_request,Improve_burials,Testing before burial,Nous demandons aux medecins de bien faire les examens avant de declarer un cas positif,Suggestion_demande,Améliorer_les_enterrements,Il faut faire des analyses avant l'enterrement,1
155,Beni,Madrandele,27-08-2018,,we ask the doctors to do a thorough exam before declaring someone positive,Suggestion_request,Improve_health_care,Testing for symptomatic people,Nous demandons aux medecins de bien faire les examens avant de declarer un cas positif,Suggestion_demande,Améliorer_les_soins_de_santé,Test des gens symptomatiques,1
156,Beni,Madrandele,27-08-2018,,"why is the government mobilizing more for Ebola than for the massacres at Beni, while there are dead people everyone?",Question,So_much_focus_on_Ebola,EVD vs other problems,Pourquoi le gouvernement est plus mobilisé pour le cas ebola que pour les masacres à Beni alors que par tout il ya des morts?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres problèmes,1
157,Beni,Madrandele,27-08-2018,,why does the doctor not accept the food that the family brings?,Question,Other_questions,Other questions,Pourquoi la nourriture amenée par la famille n'est pas acceptée par le medecin?,Question,Autres_questions,Autres questions,1
158,Beni,Madrandele,27-08-2018,1,why are the displaced not benefiting from free care?,Question,Other_questions,"Travel, transport-related question",Pourquoi les deplacés n'avaient-ils pas benefié des soins gratuits?,Question,Autres_questions,Question liée au voyage ou au transport,1
158,Beni,Madrandele,27-08-2018,,why are the displaced not benefiting from free care?,Question,Diagnosis_treatment_and_ETC,Poor health care services,Pourquoi les deplacés n'avaient-ils pas benefié des soins gratuits?,Question,Diagnostique_traitement_et_CTE,Faible qualité de soins medicaux,1
159,Beni,Boikene,27-08-2018,,Ebola virus is caused by demons. The medication given causes death,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Le virus à ebola est causé par les demons/ Le medicament donné aux malades provoque la mort,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
159,Beni,Boikene,27-08-2018,,Ebola virus is caused by demons. The medication given causes death,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Le virus à ebola est causé par les demons/ Le medicament donné aux malades provoque la mort,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
160,Beni,Kasanga,27-08-2018,,People are scared to go to the hospital because when you arrive there they inject you with a harmful medication and you die,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Les gens ont peur d'aller à l'hopital car quand vous y arriver on vous injecte le mauvais medicament et puis vous mourrez,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
161,Beni,Kasanga,27-08-2018,,the Thermoflash destroys the brain,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",Le thermo Flash detruit le cerveau,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
161,Beni,Kasanga,27-08-2018,,the Thermoflash destroys the brain,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Le thermo Flash detruit le cerveau,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
162,Beni,Kasanga,27-08-2018,,ebola is witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Ebola c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
163,Beni,Kasanga,27-08-2018,,"Protection, yes, but the most important is vaccination for everyone",Suggestion_request,Need_for_other_materials,Provide protective clothing,La protection oui mais le plus important c'est la vaccination pour tous,Suggestion_demande,Besoin_d’autres_matériaux,Donner des habits protectifs,1
163,Beni,Kasanga,27-08-2018,,"Protection, yes, but the most important is vaccination for everyone",Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,La protection oui mais le plus important c'est la vaccination pour tous,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
164,Beni,Kasanga,27-08-2018,,Can someone really survive Ebola?,Question,Ebola_and_its_consequences,EVD cases and outcomes,Est-ce que la maladie à virus Ebola guerrit vraiment?,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
185,Beni,Mukulya,27-08-2018,,That everyone receives the vaccine,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Que tout le monde recoive le vacin,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
186,Beni,Mukulya,27-08-2018,,Is there a cure for Ebola?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Peut-on guerrir ebola?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
187,Beni,Mukulya,27-08-2018,,"Caregivers are reticent because care is free, that's why people prefer auto-medication",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Il ya retisance des personnel soignant car les soins sont gratuits c'est pourquoi la population prefere l'auto-medication,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
188,Beni,Mukulya,27-08-2018,,"Ebola does not exist, it's the humanitarians' commercial policy",Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),Ebola n'existe pas c'est une politique commerciale des humanitaires,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
